id;Dataset;k;normalize;meka;weka;model size;status;Accuracy;Jaccard index;Hamming score;Exact match;Jaccard distance;Hamming loss;ZeroOne loss;Harmonic score;One error;Rank loss;Avg precision;Log Loss (lim. L);Log Loss (lim. D);Micro Precision;Micro Recall;Macro Precision;Macro Recall;F1 (micro averaged);F1 (macro averaged by label);AUPRC (macro averaged);AUROC (macro averaged);Build Time;Test Time;Total Time;Accuracy (per label);Harmonic (per label);Precision (per label);Recall (per label);avg. relevance (test set);avg. relevance (predicted);avg. relevance (difference)
6;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1.0;210095.0;success;0.534;0.534;0.686;0.075;0.466;0.314;0.925;0.644;0.225;0.267;0.721;0.299;0.567;0.641;0.748;0.547;0.63;0.69;0.578;0.558;0.596;1.434;0.021;1.455;"[""0.750"", ""0.725"", ""0.600"", ""0.600"", ""0.625"", ""0.750"", ""0.750""]";"[""0.000"", ""0.727"", ""0.579"", ""0.588"", ""0.178"", ""0.357"", ""0.322""]";"[""0.811"", ""0.667"", ""0.560"", ""0.520"", ""0.727"", ""0.400"", ""0.143""]";"[""0.909"", ""0.778"", ""0.737"", ""0.765"", ""0.800"", ""0.222"", ""0.200""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.925"", ""0.525"", ""0.625"", ""0.625"", ""0.825"", ""0.125"", ""0.175""]";"[""-0.100"", ""-0.075"", ""-0.150"", ""-0.200"", ""-0.075"", ""0.100"", ""-0.050""]"
7;flags;0;False;meka.classifiers.multilabel.PS -P 3 -N 5;weka.classifiers.bayes.NaiveBayes -- -D;19956.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1e-12;210095.0;success;0.396;0.396;0.582;0.0;0.604;0.418;1.0;0.459;0.2;0.356;0.688;0.271;0.514;0.548;0.611;0.498;0.521;0.578;0.504;0.591;0.583;1.853;0.006;1.859;"[""0.575"", ""0.700"", ""0.500"", ""0.575"", ""0.600"", ""0.625"", ""0.500""]";"[""0.235"", ""0.682"", ""0.493"", ""0.578"", ""0.420"", ""0.537"", ""0.000""]";"[""0.786"", ""0.688"", ""0.478"", ""0.500"", ""0.750"", ""0.286"", ""0.000""]";"[""0.667"", ""0.611"", ""0.579"", ""0.647"", ""0.700"", ""0.444"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.700"", ""0.400"", ""0.575"", ""0.550"", ""0.700"", ""0.350"", ""0.375""]";"[""0.125"", ""0.050"", ""-0.100"", ""-0.125"", ""0.050"", ""-0.125"", ""-0.250""]"
9;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1.0;210095.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;flags;0;False;meka.classifiers.multilabel.PSt -P 1 -N 0;weka.classifiers.rules.DecisionTable -- -E rmse -I -S GreedyStepwise -X 3;20578.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;flags;0;False;meka.classifiers.multilabel.PMCC -Iy 28 -Is 111 -B 0.91 -O 1 -M 34 -P 'Hamming score';weka.classifiers.rules.JRip -- -N 3.8 -E -P -O 5;1000000000.0;error;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1e-10;210095.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1e-10;210095;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;flags;0;False;meka.classifiers.multilabel.PS -P 3 -N 5;weka.classifiers.bayes.NaiveBayes -- -D;19956;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes --;143229;success;0.495;0.495;0.661;0.05;0.505;0.339;0.95;0.499;0.45;0.377;0.666;0.299;0.567;0.623;0.695;0.629;0.706;0.657;0.622;0.662;0.72;0.71;0.056;0.766;"[""0.675"", ""0.700"", ""0.725"", ""0.725"", ""0.650"", ""0.375"", ""0.775""]";"[""0.628"", ""0.625"", ""0.691"", ""0.658"", ""0.632"", ""0.404"", ""0.785""]";"[""0.885"", ""0.600"", ""0.786"", ""0.750"", ""0.833"", ""0.214"", ""0.333""]";"[""0.697"", ""1.000"", ""0.579"", ""0.529"", ""0.667"", ""0.667"", ""0.800""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.650"", ""0.750"", ""0.350"", ""0.300"", ""0.600"", ""0.700"", ""0.300""]";"[""0.175"", ""-0.300"", ""0.125"", ""0.125"", ""0.150"", ""-0.475"", ""-0.175""]"
16;flags;0;False;meka.classifiers.multilabel.PSt -P 1 -N 4;weka.classifiers.rules.DecisionTable -- -E rmse -I -S GreedyStepwise -X 2;20647;success;0.59;0.59;0.725;0.225;0.41;0.275;0.775;0.719;0.175;0.193;0.824;0.54;0.545;0.699;0.725;0.525;0.535;0.712;0.49;0.562;0.609;0.78;0.009;0.789;"[""0.825"", ""0.650"", ""0.475"", ""0.725"", ""0.750"", ""0.775"", ""0.875""]";"[""0.000"", ""0.488"", ""0.000"", ""0.576"", ""0.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.750"", ""0.475"", ""0.875"", ""0.750"", ""0.000"", ""0.000""]";"[""1.000"", ""0.333"", ""1.000"", ""0.412"", ""1.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.200"", ""1.000"", ""0.200"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.175"", ""0.250"", ""-0.525"", ""0.225"", ""-0.250"", ""0.225"", ""0.125""]"
17;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1.0;210095;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;0.472;0.472;0.696;0.1;0.528;0.304;0.9;0.643;0.175;0.253;0.68;0.591;1.12;0.787;0.481;0.225;0.286;0.597;0.252;0.468;0.5;0.507;0.007;0.514;"[""0.825"", ""0.550"", ""0.525"", ""0.575"", ""0.750"", ""0.775"", ""0.875""]";"[""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.000"", ""0.000"", ""0.000"", ""0.750"", ""0.000"", ""0.000""]";"[""1.000"", ""0.000"", ""0.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.000"", ""0.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.175"", ""0.450"", ""0.475"", ""0.425"", ""-0.250"", ""0.225"", ""0.125""]"
19;flags;0;False;meka.classifiers.multilabel.PS -P 3 -N 5;weka.classifiers.bayes.NaiveBayes -- -D;19956;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;0.546;0.546;0.696;0.075;0.454;0.304;0.925;0.564;0.375;0.326;0.687;0.278;0.527;0.649;0.763;0.655;0.757;0.702;0.671;0.696;0.711;0.769;0.117;0.886;"[""0.800"", ""0.700"", ""0.675"", ""0.750"", ""0.675"", ""0.375"", ""0.900""]";"[""0.435"", ""0.625"", ""0.638"", ""0.702"", ""0.646"", ""0.388"", ""0.853""]";"[""0.857"", ""0.600"", ""0.714"", ""0.769"", ""0.840"", ""0.233"", ""0.571""]";"[""0.909"", ""1.000"", ""0.526"", ""0.588"", ""0.700"", ""0.778"", ""0.800""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.875"", ""0.750"", ""0.350"", ""0.325"", ""0.625"", ""0.750"", ""0.175""]";"[""-0.050"", ""-0.300"", ""0.125"", ""0.100"", ""0.125"", ""-0.525"", ""-0.050""]"
21;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.trees.LMT -- -M 7 -B -R -C -W 0.86;1945073;success;0.496;0.496;0.636;0.05;0.504;0.364;0.95;0.576;0.175;0.265;0.714;0.577;1.093;0.585;0.763;0.491;0.622;0.662;0.545;0.585;0.599;5.578;0.007;5.585;"[""0.825"", ""0.500"", ""0.650"", ""0.525"", ""0.675"", ""0.675"", ""0.600""]";"[""0.000"", ""0.404"", ""0.644"", ""0.503"", ""0.436"", ""0.466"", ""0.000""]";"[""0.825"", ""0.467"", ""0.609"", ""0.462"", ""0.774"", ""0.300"", ""0.000""]";"[""1.000"", ""0.778"", ""0.737"", ""0.706"", ""0.800"", ""0.333"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.750"", ""0.575"", ""0.650"", ""0.775"", ""0.250"", ""0.275""]";"[""-0.175"", ""-0.300"", ""-0.100"", ""-0.225"", ""-0.025"", ""-0.025"", ""-0.150""]"
22;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 4;weka.classifiers.rules.PART -- -M 25;9457;success;0.457;0.457;0.686;0.1;0.543;0.314;0.9;0.613;0.175;0.233;0.665;0.612;1.159;0.753;0.489;0.436;0.33;0.593;0.35;0.492;0.53;0.526;0.003;0.529;"[""0.825"", ""0.550"", ""0.650"", ""0.525"", ""0.600"", ""0.775"", ""0.875""]";"[""0.000"", ""0.000"", ""0.417"", ""0.491"", ""0.559"", ""0.000"", ""0.000""]";"[""0.825"", ""0.000"", ""1.000"", ""0.438"", ""0.792"", ""0.000"", ""0.000""]";"[""1.000"", ""0.000"", ""0.263"", ""0.412"", ""0.633"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.000"", ""0.125"", ""0.400"", ""0.600"", ""0.000"", ""0.000""]";"[""-0.175"", ""0.450"", ""0.350"", ""0.025"", ""0.150"", ""0.225"", ""0.125""]"
24;flags;0;False;meka.classifiers.multilabel.PSt -P 3 -N 4;weka.classifiers.bayes.NaiveBayes -- -K;81483;success;0.568;0.568;0.732;0.075;0.432;0.268;0.925;0.689;0.1;0.186;0.843;0.517;0.715;0.709;0.725;0.544;0.556;0.717;0.541;0.63;0.65;0.565;0.045;0.61;"[""0.825"", ""0.675"", ""0.600"", ""0.650"", ""0.750"", ""0.750"", ""0.875""]";"[""0.000"", ""0.674"", ""0.570"", ""0.617"", ""0.000"", ""0.357"", ""0.000""]";"[""0.825"", ""0.632"", ""0.600"", ""0.600"", ""0.750"", ""0.400"", ""0.000""]";"[""1.000"", ""0.667"", ""0.474"", ""0.529"", ""1.000"", ""0.222"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.475"", ""0.375"", ""0.375"", ""1.000"", ""0.125"", ""0.000""]";"[""-0.175"", ""-0.025"", ""0.100"", ""0.050"", ""-0.250"", ""0.100"", ""0.125""]"
25;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -B -R -N 4;7146;success;0.472;0.472;0.696;0.1;0.528;0.304;0.9;0.643;0.175;0.253;0.68;0.591;1.12;0.787;0.481;0.225;0.286;0.597;0.252;0.468;0.5;0.293;0.002;0.295;"[""0.825"", ""0.550"", ""0.525"", ""0.575"", ""0.750"", ""0.775"", ""0.875""]";"[""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.000"", ""0.000"", ""0.000"", ""0.750"", ""0.000"", ""0.000""]";"[""1.000"", ""0.000"", ""0.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.000"", ""0.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.175"", ""0.450"", ""0.475"", ""0.425"", ""-0.250"", ""0.225"", ""0.125""]"
26;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;flags;0;False;meka.classifiers.multilabel.PSt -P 3 -N 4;weka.classifiers.bayes.NaiveBayes -- -K;81483;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes --;143229;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -B -R -N 4;7146;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.bayes.NaiveBayes --;11822;success;0.451;0.451;0.686;0.075;0.549;0.314;0.925;0.631;0.175;0.27;0.653;0.612;1.159;0.759;0.481;0.303;0.298;0.589;0.29;0.475;0.517;0.266;0.009;0.275;"[""0.850"", ""0.550"", ""0.525"", ""0.525"", ""0.700"", ""0.775"", ""0.875""]";"[""0.589"", ""0.000"", ""0.334"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.886"", ""0.000"", ""0.500"", ""0.000"", ""0.737"", ""0.000"", ""0.000""]";"[""0.939"", ""0.000"", ""0.211"", ""0.000"", ""0.933"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.875"", ""0.000"", ""0.200"", ""0.050"", ""0.950"", ""0.000"", ""0.000""]";"[""-0.050"", ""0.450"", ""0.275"", ""0.375"", ""-0.200"", ""0.225"", ""0.125""]"
51;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes --;143229;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.bayes.NaiveBayes -- -K;43884;success;0.487;0.487;0.704;0.125;0.513;0.296;0.875;0.654;0.15;0.252;0.682;0.577;1.093;0.786;0.504;0.341;0.311;0.614;0.299;0.48;0.516;0.291;0.011;0.302;"[""0.850"", ""0.550"", ""0.600"", ""0.550"", ""0.725"", ""0.775"", ""0.875""]";"[""0.250"", ""0.000"", ""0.345"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.846"", ""0.000"", ""0.800"", ""0.000"", ""0.744"", ""0.000"", ""0.000""]";"[""1.000"", ""0.000"", ""0.211"", ""0.000"", ""0.967"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.975"", ""0.000"", ""0.125"", ""0.025"", ""0.975"", ""0.000"", ""0.000""]";"[""-0.150"", ""0.450"", ""0.350"", ""0.400"", ""-0.225"", ""0.225"", ""0.125""]"
58;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes --;143229;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.functions.Logistic -- -R 1e-09;210095;success;0.402;0.402;0.593;0.0;0.598;0.407;1.0;0.476;0.25;0.388;0.674;0.278;0.527;0.558;0.626;0.502;0.541;0.59;0.516;0.577;0.576;3.943;0.005;3.948;"[""0.550"", ""0.675"", ""0.550"", ""0.575"", ""0.600"", ""0.675"", ""0.525""]";"[""0.233"", ""0.674"", ""0.543"", ""0.570"", ""0.420"", ""0.556"", ""0.000""]";"[""0.778"", ""0.632"", ""0.522"", ""0.500"", ""0.750"", ""0.333"", ""0.000""]";"[""0.636"", ""0.667"", ""0.632"", ""0.706"", ""0.700"", ""0.444"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""0.675"", ""0.475"", ""0.575"", ""0.600"", ""0.700"", ""0.300"", ""0.350""]";"[""0.150"", ""-0.025"", ""-0.100"", ""-0.175"", ""0.050"", ""-0.075"", ""-0.225""]"
82;flags;0;False;meka.classifiers.multilabel.PS -P 4 -N 5;weka.classifiers.rules.PART -- -M 25 -R -N 4;7143;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;flags;0;False;meka.classifiers.multilabel.FW;weka.classifiers.bayes.NaiveBayes -- -K;816091;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;flags;0;False;meka.classifiers.multilabel.PS -P 3 -N 5;weka.classifiers.rules.PART -- -M 25 -B -R -N 3;7327;success;0.472;0.472;0.696;0.1;0.528;0.304;0.9;0.643;0.175;0.253;0.68;0.591;1.12;0.787;0.481;0.225;0.286;0.597;0.252;0.468;0.5;0.581;0.002;0.583;"[""0.825"", ""0.550"", ""0.525"", ""0.575"", ""0.750"", ""0.775"", ""0.875""]";"[""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.000"", ""0.000"", ""0.000"", ""0.750"", ""0.000"", ""0.000""]";"[""1.000"", ""0.000"", ""0.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.825"", ""0.450"", ""0.475"", ""0.425"", ""0.750"", ""0.225"", ""0.125""]";"[""1.000"", ""0.000"", ""0.000"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.175"", ""0.450"", ""0.475"", ""0.425"", ""-0.250"", ""0.225"", ""0.125""]"
85;flags;1;False;meka.classifiers.multilabel.PMCC -Iy 46 -Is 1093 -B 0.48000000000000004 -O 0 -M 2 -P 'Log Loss (lim. D)';weka.classifiers.functions.Logistic -- -R 0.001;1000000000.0;timeout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
